Gene	FDR
cg23044087	2.45872440648103e-25
cg23044884	2.24454938399649e-18
cg23045908	4.302061386964e-08
cg23050361	1.84714391656846e-28
cg23052568	7.56531337552199e-33
cg23054119	3.58049995537615e-11
cg23054189	9.57658658700468e-16
cg23056713	2.72334262114794e-19
cg23057706	4.68290211935954e-19
cg23061396	0.00993409429295346
cg23062198	1.02027659432871e-32
cg23065934	1.95029430539274e-30
cg23066280	8.7677536636507e-14
cg23068913	8.5592202526112e-51
cg23071808	4.88046580381853e-19
cg23072161	2.65858173773469e-34
cg23076537	1.48165477161316e-15
cg23076870	6.01354817968506e-45
cg23087876	1.66487933444396e-16
cg23089825	8.65330499321202e-52
cg23108709	2.94625426608879e-35
cg23113963	4.02936213078064e-47
cg23115390	1.50590255733451e-44
cg23121156	8.62775982094887e-80
cg23125200	1.42713307982658e-39
cg23129478	8.77716132925782e-65
cg23132268	5.56581326622519e-25
cg23134869	3.06842981588796e-10
cg23136645	1.61222596042717e-11
cg23141355	1.98816898762241e-37
cg23144445	1.75516168780741e-05
cg23151295	8.45907188010931e-40
cg23155965	2.74869795828894e-07
cg23165899	2.617001201299e-51
cg23167906	1.28601651860952e-63
cg23170495	8.58792290634326e-16
cg23177772	1.43330753983821e-67
cg23179456	9.98451758222134e-71
cg23180938	6.42368910599206e-57
cg23189410	7.2140934858978e-68
cg23192683	1.08967906391523e-23
cg23194609	1.94600770836751e-59
cg23194766	0.000201514500194293
cg23194912	7.64750350500853e-16
cg23199815	2.68809834114286e-14
cg23205034	5.09331146100421e-95
cg23207676	2.16717086603542e-31
cg23217153	1.39434096054926e-40
cg23218354	9.55554889221638e-06
cg23221052	0.914797908716874
cg23230584	7.70932888458737e-23
cg23239574	2.93057740525416e-33
cg23240355	6.81216065844802e-20
cg23244022	1.1110017005076e-20
cg23248424	0.976917573942379
cg23250574	2.2428718563655e-12
cg23253309	6.75013335545193e-53
cg23255835	1.05019273508205e-55
cg23261919	1.43889836056426e-70
cg23267759	6.31745500746367e-49
cg23279522	2.24803866566565e-44
cg23285459	6.19283086047111e-33
cg23298862	0.00021754628336413
cg23302649	3.87601389643038e-45
cg23318063	1.54511635423672e-53
cg23324048	1.06464217257362e-16
cg23324953	1.3151556688029e-15
cg23350336	9.70546966524173e-55
cg23357130	3.34586065481614e-20
cg23363832	1.37875381927061e-39
cg23376821	4.35791952052406e-43
cg23391785	3.92970287250253e-98
cg23397013	5.51683486836386e-20
cg23401796	0.00449519039266333
cg23415212	1.10830924188788e-13
cg23428985	9.15889540213036e-57
cg23430594	2.56874607673903e-09
cg23440816	1.89862907251194e-78
cg23448584	8.65410609059162e-34
cg23462514	2.6659498619205e-19
cg23477967	1.23694765451266e-29
cg23479922	5.35544082619381e-22
cg23482397	4.13638496152646e-18
cg23495748	1.86638741951576e-53
cg23496516	1.33939348250046e-18
cg23497383	8.0098264573918e-47
cg23507945	1.10565611427981e-49
cg23519637	3.08104536195341e-14
cg23521666	1.300628489986e-21
cg23522194	4.70945568679404e-69
cg23528400	1.17053564267083e-63
cg23536473	5.22856813869241e-34
cg23557926	1.87622820005425e-33
cg23559689	1.77638657093022e-53
cg23561979	2.25206316802551e-55
cg23563008	5.57377271169494e-61
cg23572908	6.82516917318729e-21
cg23586322	1.60142750269609e-37
cg23591302	1.85226285472481e-19
cg23592392	2.88882898171626e-12
cg23615741	6.99684271456944e-37
cg23619365	8.39523986085228e-41
cg23623667	1.69597961988358e-34
cg23632875	7.90419059392222e-39
cg23632985	5.34314678428499e-66
cg23642130	3.28814804933814e-40
cg23643466	2.52031901269999e-25
cg23655970	6.13735127133122e-32
cg23657185	4.69678089978169e-29
cg23660154	6.24588242327502e-42
cg23663774	9.67591260952538e-35
cg23668057	2.53080769900221e-24
cg23678058	1.21000602001273e-64
cg23684249	1.56729245283605e-84
cg23687466	1.048427469523e-07
cg23689428	1.46912942957861e-28
cg23690166	8.35906888040796e-34
cg23695133	7.55923125371856e-45
cg23696752	1.60033085161081e-41
cg23703633	8.66549266436853e-101
cg23708361	1.49410608967551e-21
cg23715830	2.87371474813105e-27
cg23719318	9.39590476227706e-31
cg23727983	1.7754294052811e-35
cg23729107	1.75983098282555e-53
cg23735712	3.37387899324536e-28
cg23736843	1.91706153301252e-29
cg23737927	3.51342303977985e-34
cg23739746	2.08897777202542e-67
cg23749482	5.51988036255423e-22
cg23774356	2.83880708916579e-49
cg23780146	1.87020372605493e-11
cg23782616	1.12865175540864e-14
cg23793965	1.00098012008045e-20
cg23795217	2.4271772142312e-31
cg23804921	0.418407381706024
cg23806894	2.11713832185025e-38
cg23807890	3.1456344788453e-38
cg23808946	5.64179222005681e-46
cg23809442	6.25649352560207e-46
cg23824801	1.50434151796273e-13
cg23829024	1.06118959357819e-82
cg23843505	1.91475854898983e-53
cg23850904	2.57838351055716e-46
cg23855505	1.08233224416903e-73
cg23858040	3.23828191713457e-52
cg23864180	5.29835838833149e-07
cg23875663	2.3868319926599e-09
cg23881278	1.49711798836069e-30
cg23881926	3.90987613550155e-55
cg23884187	5.54591193649983e-38
cg23899408	2.75384778239055e-05
cg23901852	7.09758782616001e-31
cg23901918	7.57519226283282e-43
cg23906738	4.5105575591374e-48
cg23913421	4.51510287584336e-28
cg23918580	9.60634884386571e-23
cg23930334	3.01884914174233e-07
cg23934700	6.42596813094165e-46
cg23934731	7.63533030623224e-49
cg23935616	2.46899539440911e-21
cg23938220	3.69623890142731e-28
cg23947326	5.47425208300441e-24
cg23948240	1.8326579010021e-35
cg23950233	6.85758548797788e-18
cg23950788	8.67006033538249e-63
cg23952663	2.69171273664718e-59
cg23984446	2.93113262829856e-37
cg23989821	4.37137556554342e-52
cg23997263	1.45964624542435e-16
cg23997405	7.71670712418438e-72
cg24021956	1.96332132304671e-47
cg24032666	3.65450921257813e-37
cg24033491	0.017309714551445
cg24033558	5.51784178961117e-80
cg24034005	9.90618586296453e-21
cg24036791	7.19030985785706e-49
cg24039697	4.51267242199256e-23
cg24042242	1.47222480823098e-60
cg24045038	8.63741910845825e-30
cg24046017	1.56101145536e-50
cg24066731	6.18924880749924e-77
cg24066980	9.09065594845498e-10
cg24074033	7.13951266360514e-49
cg24075738	1.35469554025454e-05
cg24080247	2.31149764685227e-36
cg24090990	1.67198891114315e-11
cg24104938	3.80346494596746e-88
cg24113266	2.88544410752115e-12
cg24113818	3.37715443310452e-09
cg24114154	4.75477147690087e-19
cg24115232	2.23796467993924e-19
cg24118856	1.02477088689121e-32
cg24122124	1.03759131459921e-23
cg24124029	1.35570612262609e-36
cg24127748	4.270264754532e-21
cg24127874	3.66377440733188e-30
cg24135583	7.13883140194114e-09
cg24136740	9.0838420149334e-10
cg24145118	9.03189940019229e-22
cg24150172	9.27138314610726e-30
cg24150623	5.18328896863076e-25
cg24155129	1.43410595000286e-08
cg24158594	1.61363271921182e-62
cg24169669	7.49113480006487e-14
cg24172509	3.56479389334666e-19
cg24181266	9.1072528448284e-19
cg24190603	1.06533136298761e-52
cg24208826	6.90407165380903e-28
cg24215159	3.02289741308561e-12
cg24216893	9.77618990496295e-14
cg24221648	5.94006903315559e-34
cg24225517	1.7269619785294e-90
cg24245418	5.47118280909699e-41
cg24251111	9.62964257999454e-13
cg24254317	6.08183534922978e-14
cg24258712	8.41972915561055e-07
cg24270542	1.01678830587124e-80
cg24296452	5.71246992819311e-60
cg24302235	5.29229686362123e-67
cg24306585	2.49553077935194e-46
cg24311564	5.51099986071352e-27
cg24331301	7.50059826755479e-75
cg24333469	5.90954004006359e-27
cg24337786	7.11269163629451e-32
cg24347498	6.84115962032482e-06
cg24367957	8.38800267042649e-78
cg24368848	4.78805341447785e-16
cg24375938	7.70879581181577e-26
cg24384244	1.12550763047327e-09
cg24393316	1.07898237650026e-61
cg24399924	6.14277401312163e-55
cg24402300	7.6672192835788e-37
cg24404823	9.55137797752575e-32
cg24416513	8.13023600257846e-22
cg24419324	6.10397352075862e-31
cg24434959	3.90321880132735e-73
cg24450239	1.01947336157527e-42
cg24454144	7.08165983782415e-57
cg24472375	3.9074434449294e-25
cg24480012	3.09156198699977e-19
cg24492202	8.285346402e-13
cg24493446	1.26115682091979e-37
cg24495585	2.0052397896239e-38
cg24496841	9.3007663266686e-30
cg24500294	0.00726510682455784
cg24504442	5.42035592535477e-31
cg24504927	4.74750372057569e-38
cg24505892	8.21007732408104e-61
cg24506221	0.020407921207655
cg24526103	0.000126038193130511
cg24530250	5.18636623485079e-50
cg24536782	2.37580935922447e-09
cg24543696	5.46313304697192e-37
cg24545961	4.82548333337527e-36
cg24550112	1.84796540960806e-61
cg24561661	8.66084960950602e-60
cg24563094	1.24830034408995e-68
cg24570303	1.3707152835214e-53
cg24595510	9.42148767960782e-35
cg24625136	9.86365730869033e-35
cg24626659	4.1884655277488e-30
cg24631482	1.17865366826086e-58
cg24634471	1.92429904554109e-11
cg24635971	3.9771427339219e-72
cg24638099	0.115669341745053
cg24640577	2.50717636649337e-16
cg24641302	4.00167987209683e-20
cg24643706	3.11560617704935e-21
cg24645214	3.46278422445062e-85
cg24651977	5.16417708806773e-73
cg24657817	1.50301751315525e-90
cg24659037	7.70059440119627e-70
cg24659054	6.0652945894724e-51
cg24659501	2.2450598766763e-69
cg24680586	3.25354719564026e-72
cg24685755	1.71932059657605e-24
cg24686074	1.14351605183756e-39
cg24686610	2.01337116712436e-45
cg24686845	3.28095584186505e-95
cg24708471	4.580826345932e-39
cg24720583	1.00036875526239e-21
cg24724428	3.48545799097967e-16
cg24725263	1.35323821995916e-69
cg24725522	8.31091362573772e-28
cg24727399	5.49170374724379e-36
cg24743778	4.63923597009332e-08
cg24751154	9.5809420680738e-31
cg24755163	5.02424466755055e-20
cg24755177	1.68542388890115e-48
cg24757310	5.86496465316862e-19
cg24761507	2.5626296269895e-70
cg24761867	1.51535567502201e-31
cg24772753	7.52752892334431e-51
cg24788034	2.22251087125958e-85
cg24797187	1.21999360757116e-57
cg24799909	3.83369233410424e-42
cg24800655	1.60580995436504e-72
cg24810735	2.53064393478326e-30
cg24812837	7.42893688128907e-41
cg24816460	1.54156947815357e-19
cg24820672	6.09217833948879e-21
cg24833737	3.26447569670515e-39
cg24837370	1.00123690904899e-65
cg24838949	1.10285726624117e-25
cg24843380	8.85324769160162e-69
cg24843474	7.94303236694773e-54
cg24846199	1.24647834494136e-35
cg24847685	6.08528726151678e-25
cg24847829	1.62264942297307e-32
cg24848599	9.33658926240237e-28
cg24852548	4.36893715744357e-41
cg24854181	7.38328534577816e-06
cg24857620	6.04950284160385e-33
cg24865779	1.84510875913132e-34
cg24873592	7.82117386631348e-34
cg24879335	5.60817078661948e-49
cg24881205	5.02238054316493e-68
cg24881910	5.87564113306618e-24
cg24883742	1.95690815142645e-06
cg24884444	2.92438574635845e-24
cg24884703	2.24399448618078e-45
cg24886257	4.84461157094642e-50
cg24891846	7.87722992846124e-17
cg24898738	1.1803278087356e-13
cg24914278	1.49092708667313e-52
cg24928391	3.60367308858146e-35
cg24933645	1.19858301164413e-75
cg24934400	9.71864591162132e-31
cg24938632	9.22576243969017e-50
cg24940370	2.9489212094443e-12
cg24940967	1.11568072716502e-55
cg24946597	1.07249422485427e-51
cg24948962	3.61409246681561e-75
cg24950947	2.47205088909435e-18
cg24954668	4.45306426133289e-59
cg24960947	6.12213209117196e-46
cg24980653	4.57106815153905e-34
cg24999255	1.29865893837597e-54
cg25000021	2.51555940314176e-28
cg25017223	4.13375800931333e-11
cg25022271	1.82510666550443e-29
cg25025181	5.08297974654787e-32
cg25026529	2.38196852557885e-74
cg25026992	4.31537792434705e-26
cg25029264	6.34216412374159e-50
cg25045219	2.76773242065831e-05
cg25051341	8.11866278765598e-68
cg25058482	5.68884396166891e-55
cg25070340	4.08989239385018e-29
cg25078150	9.55774335376013e-62
cg25078444	8.92439750492898e-65
cg25092838	1.49184993058483e-42
cg25095032	1.00912737820446e-35
cg25119415	1.40808875079634e-16
cg25127852	3.18498182783794e-58
cg25134328	9.76397977605081e-06
cg25139843	1.14866974614024e-31
cg25142340	2.81090958299066e-09
cg25144893	0.00252442783066519
cg25146017	1.06876700415906e-39
cg25147604	7.26578725833182e-16
cg25153741	5.67981831730658e-05
cg25156443	4.51306528528124e-23
cg25164624	7.1692230458129e-64
cg25189564	7.05263783783863e-23
cg25191041	2.90930715038767e-53
cg25200152	3.34204249736552e-30
cg25208017	2.31577788947503e-58
cg25209842	9.80909589102067e-90
cg25218716	1.79033650721822e-21
cg25225379	7.19469660775801e-18
cg25247290	8.02280148917605e-36
cg25253677	4.64933652812678e-14
cg25266629	1.39655352254896e-40
cg25267258	4.24488274610061e-24
cg25272143	1.43126491344534e-65
cg25274503	1.3904582793842e-93
cg25276694	1.42708104659007e-13
cg25285090	1.7783910367007e-30
cg25285794	0.000269150554694342
cg25287257	2.33228936366318e-27
cg25303761	0.170669688110982
cg25305774	3.60676211375358e-92
cg25306932	1.96534097035892e-85
cg25307318	9.58924703358245e-17
cg25307691	4.52372279855493e-59
cg25316663	7.80444224442234e-32
cg25317585	4.09642350185294e-53
cg25318809	1.13179680807235e-25
cg25319067	0.252468808106846
cg25325053	1.30390343204768e-99
cg25330843	1.28949433174257e-62
cg25334934	1.32496210880765e-88
cg25339054	9.76274066549743e-23
cg25339566	5.9441975778746e-52
cg25340711	1.18296660600417e-20
cg25347419	3.07322217186158e-38
cg25356678	1.59817249760959e-29
cg25356715	1.7992585988988e-22
cg25361844	5.75020745001658e-28
cg25368122	2.15087230830521e-46
cg25370753	1.17033521595968e-07
cg25379549	0.000122853130354195
cg25383323	6.62465140180975e-88
cg25385940	1.06988348327707e-20
cg25388738	3.32119646681817e-49
cg25397922	1.47299700332688e-39
cg25404914	4.28222671366582e-13
cg25432975	2.52996314254633e-64
cg25444208	3.5022095255181e-50
cg25446076	3.57684269001384e-49
cg25453625	1.90620028911299e-07
cg25459558	2.81772660817875e-79
cg25464921	3.78863001694546e-14
cg25479916	1.00858051457105e-32
cg25480336	2.47308522184071e-47
cg25485294	2.74648577661239e-30
cg25485875	1.01701301418963e-46
cg25489866	3.95248490098215e-41
cg25514273	5.02690087200328e-36
cg25520679	6.88493222562191e-73
cg25524962	9.29225498687704e-33
cg25537993	8.48830883281638e-13
cg25539045	2.06194772202924e-21
cg25545503	1.60811333118068e-45
cg25553466	3.76191590237483e-15
cg25556122	5.78840942306617e-18
cg25556905	1.73224505456849e-71
cg25566568	3.99351471143591e-27
cg25570913	3.2673493877653e-36
cg25577023	8.30042241121433e-57
cg25593948	1.17786917951134e-25
cg25610702	4.2837321770164e-43
cg25618573	4.30134549864772e-09
cg25628701	1.7275492033725e-36
cg25633678	1.31054118987983e-33
cg25641269	2.02795375767073e-43
cg25645064	1.79231238406948e-43
cg25662926	2.58187587459112e-38
cg25670330	5.90731968145569e-41
cg25677261	3.0462343202056e-41
cg25683325	1.18777143684157e-49
cg25691167	1.85632884852909e-53
cg25693302	5.25840129811882e-13
cg25694349	2.75579727249523e-56
cg25714865	6.19389663487162e-08
cg25718467	5.31795820216501e-37
cg25720804	7.61023887206821e-88
cg25724842	2.56214471193126e-34
cg25730564	3.66905854919204e-17
cg25732462	2.43822005283759e-60
cg25737323	1.44549056221871e-59
cg25738714	7.98819425568067e-47
cg25740250	9.81737857478911e-06
cg25740565	4.33326020645268e-28
cg25746778	1.80709341280046e-44
cg25762854	4.70692074898213e-26
cg25764899	3.46844510637928e-44
cg25777818	1.18762020754971e-05
cg25782847	1.47097899099424e-17
cg25787812	3.53162540848158e-76
cg25789370	5.60853018999613e-24
cg25792518	3.62893841499582e-16
cg25794823	4.57407991368733e-13
cg25796439	3.84536846461859e-57
cg25810484	3.17059083461619e-47
cg25816268	1.017402504585e-14
cg25824828	1.03172545818553e-35
cg25830696	6.91195160137918e-66
cg25831075	3.05491656728354e-29
cg25851313	1.85638801632546e-34
cg25858132	1.19196704102389e-33
cg25884711	1.82982475730516e-69
cg25890168	3.36929494640894e-42
cg25893560	2.84919559621941e-87
cg25896644	1.44413389724008e-36
cg25900085	7.06049160554356e-36
cg25903223	8.9301492263814e-11
cg25903779	3.33076397365663e-60
cg25908985	4.19642648046199e-79
cg25916282	5.72884692711624e-23
cg25928819	1.68784914269835e-36
cg25947489	4.50662689793233e-45
cg25947619	1.37264959780216e-16
cg25950112	1.02786619289439e-34
cg25950520	2.31879974095251e-92
cg25950625	8.30695440059665e-16
cg25953350	4.55773404273965e-21
cg25958283	2.13107989242499e-45
cg25965471	7.37782770581486e-41
cg25968569	7.92658205486871e-16
cg25976440	2.91451600408216e-76
cg25984671	2.13453810995189e-49
cg25991569	2.4512362115671e-22
cg25996119	5.79832790121823e-40
cg26000619	4.04085477905847e-30
cg26001902	7.41019360561254e-37
cg26007189	0.00342726920953389
cg26010218	1.14606509390761e-52
cg26010877	1.00621056055455e-17
cg26014036	3.65622528658284e-53
cg26014538	5.88281403201704e-54
cg26016267	4.65785271571892e-31
cg26022183	3.90263407772264e-09
cg26029345	3.26683543865342e-12
cg26029902	1.0795025798036e-33
cg26031255	2.70907986629795e-57
cg26036678	0.0028263154382067
cg26051413	3.26648139858352e-05
cg26055747	6.12851617879708e-43
cg26064774	1.74993729289507e-32
cg26067203	2.7891221876812e-59
cg26068160	2.1681945877162e-10
cg26071526	6.38972386454588e-16
cg26074603	1.39132663773611e-26
cg26075742	2.99221422270036e-16
cg26079753	1.09033049414763e-23
cg26086902	8.54228920088489e-21
cg26107890	4.08577418203458e-26
cg26110130	4.48742595235889e-63
cg26115633	6.70881320736231e-37
cg26121053	1.89261969082219e-06
cg26121591	4.8327601021974e-11
cg26123912	6.62465140180975e-88
cg26132320	1.52493815271056e-54
cg26132774	1.48964239844289e-37
cg26144909	0.000143440288807348
cg26149244	7.59625054082865e-36
cg26151206	4.93574924511273e-28
cg26153054	2.06694366846729e-38
cg26155556	1.81388993438937e-13
cg26161708	4.53872339797906e-10
cg26162582	9.20475468130321e-36
cg26163234	1.66623008486548e-23
cg26170604	1.44832443117362e-36
cg26173773	0.00379377852989292
cg26191923	6.02676582947643e-10
cg26203572	2.08775426533552e-35
cg26205771	4.2333865987499e-30
cg26210445	6.50299539117139e-51
cg26228266	1.41707093725493e-38
cg26238975	2.95931661096059e-15
cg26242687	2.36182658295072e-75
cg26246807	1.46231334723896e-23
cg26246880	7.03011179780028e-14
cg26248173	6.64158579586416e-47
cg26253500	5.24264139631237e-29
cg26259818	1.12083255839797e-15
cg26260038	5.82452394625092e-73
cg26261793	9.41058243761289e-100
cg26263234	1.4481561920523e-35
cg26281453	2.91755743269101e-76
cg26296488	7.62531242311078e-33
cg26299169	2.00646786984896e-38
cg26306289	1.78447808737114e-10
cg26314531	0.154225389285964
cg26325335	2.0272701823518e-35
cg26327071	1.15689476878359e-18
cg26327666	6.70881320736231e-37
cg26328335	2.15315873696755e-24
cg26328510	2.11351764500867e-61
cg26328924	6.68374423735023e-08
cg26331172	5.69605068010031e-83
cg26335602	1.13286561441814e-39
cg26337070	3.02595942801595e-05
cg26337914	8.19243287727848e-06
cg26343510	7.39809480577243e-27
cg26344227	5.64338509654176e-32
cg26345613	6.79463302110722e-08
cg26348348	3.46266691049835e-80
cg26353296	2.89867687602581e-45
cg26354128	3.87018618526797e-49
cg26354493	3.53140599333332e-42
cg26359646	8.95210982149297e-20
cg26360026	5.11838334356249e-81
cg26365854	5.45598430664103e-66
cg26371061	1.41413121133324e-62
cg26371320	6.14117617405122e-31
cg26378179	1.41972800762361e-16
cg26383138	6.01290478025797e-25
cg26386273	1.01123951258793e-14
cg26388816	5.19823471493853e-13
cg26389380	4.6758451727817e-52
cg26398467	1.8637365944896e-26
cg26403777	9.04733603621656e-42
cg26419584	9.14723543291018e-26
cg26426142	7.96885104342342e-12
cg26429674	3.48316661128728e-35
cg26435572	2.92542278101903e-61
cg26436330	2.52555842852418e-38
cg26437825	1.83768885165876e-81
cg26440261	1.08800212757692e-49
cg26440289	1.29133673877059e-25
cg26447697	1.78205783615879e-45
cg26452868	7.80196028640462e-57
cg26460092	3.82766227556977e-45
cg26470101	1.31745330148603e-55
cg26479667	3.63053654158001e-48
cg26483229	1.53003095786498e-27
cg26491818	2.13685862258299e-31
cg26492446	5.05249681347443e-63
cg26503877	9.66456305783751e-34
cg26504110	4.0290753621174e-13
cg26512254	1.03808681155463e-36
cg26515460	3.27490849722328e-48
cg26522157	5.3426526106614e-07
cg26529516	1.73325429136553e-20
cg26530706	1.76709138301982e-44
cg26537639	2.31920067281758e-06
cg26542218	1.12079955096617e-11
cg26546113	1.24637460023892e-35
cg26547526	3.26205493123822e-07
cg26550787	5.78702521742554e-89
cg26559315	1.933281642752e-27
cg26560222	1.25324089696665e-67
cg26573704	3.67241244891549e-61
cg26574265	3.92526881204376e-36
cg26597242	1.31823211149973e-37
cg26607528	2.83418860288451e-105
cg26614816	1.10910373765945e-11
cg26615127	2.68704244439051e-65
cg26618965	4.87568040427973e-70
cg26620530	3.37717186473445e-06
cg26633107	7.91793424609612e-37
cg26636193	1.2060211940894e-49
cg26645432	1.72300156075092e-29
cg26647332	7.58871149436349e-35
cg26650638	1.29215757427038e-27
cg26654934	1.8307652024852e-25
cg26655004	3.50048461738619e-07
cg26664797	3.1570886685588e-51
cg26667946	4.47268600900296e-12
cg26675876	2.75395299003558e-18
cg26676468	5.63122925095027e-56
cg26694831	1.86096533572911e-44
cg26701242	2.34856250779595e-30
cg26708220	1.46791290532352e-15
cg26717554	2.0347487567939e-44
cg26718878	1.79989423861286e-34
cg26725201	5.02666781347966e-39
cg26727435	1.41302541884771e-44
cg26727488	1.05890623944423e-34
cg26730416	1.0522307960706e-41
cg26734696	6.20998861090527e-60
cg26749518	4.6189342836386e-38
cg26751972	1.48391873066888e-43
cg26765743	2.80596582611587e-48
cg26783057	8.29513203038611e-33
cg26789038	7.94492988549772e-59
cg26809635	6.46549960270406e-38
cg26818625	4.438472263249e-38
cg26823144	6.12120629116702e-87
cg26824516	2.06433821452222e-33
cg26827247	4.25750263208885e-79
cg26827987	5.48306184980324e-13
cg26835302	1.19356055004963e-74
cg26839512	2.4868514550935e-13
cg26839871	2.43799173626589e-96
cg26840068	6.39768902167798e-21
cg26841013	2.32213091500806e-46
cg26859593	5.53178459477579e-16
cg26860935	1.25774675357113e-50
cg26864714	1.41507404074115e-16
cg26864905	6.0510553771078e-31
cg26869506	4.89181929887701e-13
cg26871372	3.13629205153153e-20
cg26882487	3.08863217873814e-14
cg26911220	2.27112115913727e-53
cg26919149	1.33639220470562e-32
cg26923490	1.00946324447767e-73
cg26924392	4.1583253434187e-13
cg26937434	4.10522423981304e-21
cg26950531	3.18973892001886e-23
cg26955987	1.2766125472458e-07
cg26961808	4.81637560871333e-42
cg26970841	6.02347787792126e-39
cg26974035	2.39201716381454e-76
cg26975184	1.3607819124207e-16
cg26976732	3.14096985907769e-57
cg26978172	1.90344365187546e-39
cg26987597	1.76544526357084e-56
cg26989202	4.85575189208139e-69
cg27002325	4.58295966963164e-56
cg27011480	3.19772344641391e-61
cg27014135	1.43565378333078e-26
cg27018185	4.06247139470828e-75
cg27028760	4.87015762495562e-31
cg27031435	3.52230894220322e-60
cg27032232	2.09016819795842e-28
cg27043880	7.16080039401293e-33
cg27048684	2.8956711556017e-13
cg27049766	5.53321793317026e-37
cg27058257	2.79620779685419e-46
cg27068330	1.58298695655244e-24
cg27069616	3.48013984685395e-38
cg27071152	2.06169277952674e-46
cg27072996	1.6525992828558e-10
cg27083087	3.19684078848429e-54
cg27085741	2.0647279670645e-45
cg27088072	4.00145838005635e-32
cg27089768	1.9564744606901e-46
cg27097992	5.79333444228819e-23
cg27102141	1.85250255123368e-14
cg27104173	7.59517599099497e-17
cg27109129	2.94304209506512e-30
cg27121309	5.60991531656688e-87
cg27122213	1.19720675364591e-52
cg27125439	1.05233644494303e-87
cg27132471	4.31350070716364e-61
cg27135125	1.05930360695389e-78
cg27144884	3.12801939151821e-37
cg27154343	9.02037588324854e-18
cg27154418	2.28459795820999e-23
cg27164797	1.41363085246099e-41
cg27170427	3.27170633755771e-36
cg27170782	9.35131070954315e-39
cg27173819	2.90093552539722e-41
cg27183188	1.73791203987865e-21
cg27189087	8.48457738462944e-37
cg27196974	1.44004878318686e-24
cg27198013	2.98329537181685e-27
cg27210464	1.29282304797371e-42
cg27211284	4.78871729305793e-46
cg27221053	1.36485112217353e-39
cg27223047	3.24570793701662e-66
cg27224069	4.82664650434815e-12
cg27232866	3.46835740434768e-55
cg27238655	1.28196528552614e-27
cg27245348	0.000348390231014159
cg27252696	6.31044681327243e-83
cg27255239	1.12156400655631e-62
cg27260772	3.62476890866866e-32
cg27267227	3.64141930301476e-40
cg27268104	2.83418860288451e-105
cg27272679	1.5568787999129e-09
cg27272853	1.75069463424547e-14
cg27275352	3.44335342665371e-33
cg27277463	1.2079002176889e-46
cg27285720	0.108165691286113
cg27299406	3.92041127477391e-54
cg27315157	1.31941982222774e-32
cg27321175	1.8312988542252e-06
cg27323784	4.35956549071354e-32
cg27325820	3.6979734581434e-08
cg27326062	2.9392131411889e-12
cg27357918	3.38383104062586e-25
cg27358154	8.927523425577e-14
cg27360326	1.48175480506085e-60
cg27363327	9.18002818863057e-55
cg27363829	5.5105081308998e-22
cg27376182	1.08978952247718e-28
cg27393010	2.25445507590277e-49
cg27395066	6.32164082035034e-12
cg27398263	1.09359652024066e-82
cg27408285	5.59660049466126e-11
cg27408345	7.26002633180747e-39
cg27413563	1.69406288339374e-20
cg27415552	1.30920886848632e-10
cg27416863	7.21824888249226e-08
cg27422872	5.68564815119877e-43
cg27429313	9.40397801305848e-65
cg27432847	1.02116219595389e-53
cg27434509	1.5505030073104e-27
cg27436995	1.2791855612879e-21
cg27452341	1.16624154776274e-46
cg27454883	3.00525076864807e-42
cg27462519	3.29501218987512e-18
cg27466845	2.38469729692269e-44
cg27468419	6.80860503380635e-06
cg27477067	1.16197323898669e-06
cg27493151	2.80661122267507e-27
cg27498387	8.8270394911788e-51
cg27500148	3.21002027441229e-55
cg27501878	4.75567485283596e-51
cg27504292	3.18266219497545e-82
cg27504802	4.82574247527761e-96
cg27505472	1.8821588769334e-88
cg27507412	2.7622638732151e-20
cg27510182	7.93249596005864e-40
cg27518240	6.74885801929952e-64
cg27522573	8.84102921328604e-32
cg27540865	1.07332207457613e-21
cg27549186	8.98317375421976e-11
cg27555582	1.43708784399548e-68
cg27576485	7.29805698841676e-05
cg27578811	6.7658955073726e-40
cg27586797	0.000181241126207478
cg27596415	3.86399860234365e-66
cg27600205	1.16524045884395e-34
cg27611274	0.00621591700375347
cg27616039	7.25720719833541e-18
cg27616227	6.00210862655486e-35
cg27618240	1.28059862374007e-45
cg27628340	7.11148620133527e-42
cg27632318	1.61701523446846e-21
cg27635394	2.97880595425331e-16
cg27636310	2.38281046267453e-39
cg27644733	3.46751197796717e-13
cg27649073	3.97023608076429e-46
cg27649239	8.70234991556382e-61
cg27655158	8.81865792483355e-58
cg27663938	2.71426597423445e-39
cg27664085	1.61189137325293e-15
rs10033147	0.252422609768362
rs1019916	0.516223279496587
rs1040870	0.134388363297807
rs10457834	0.0556675559841537
rs10774834	0.00804129656642743
rs10796216	0.623949442955608
rs10846239	0.000939638622405371
rs10882854	0.00101766792812015
rs10936224	0.355196657309378
rs11034952	0.475019785014795
rs11249206	0.78424234470935
rs13369115	0.792088199752818
rs133860	0.000470291535311824
rs1414097	0.728554670633739
rs1416770	0.932011079232966
rs1467387	0.0541968156203818
rs1484127	0.164806961730525
rs1495031	0.458740358338496
rs1510189	0.418407381706024
rs1510480	0.047340233123745
rs1520670	0.611417468810027
rs1941955	0.197519903023722
rs1945975	0.609767846895786
rs2032088	0.837384259652463
rs2125573	0.38923045016169
rs213028	0.000426163222931726
rs2208123	0.589621022084769
rs2235751	0.519031508798168
